时间点,房间ID,耗时,倍数,茶水费,基础银,基础分,房间下限,对局类型,玩家1,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,玩家2,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,玩家3,状态,类型,角色,输赢,初始银两,剩余银两,积分输赢,初始积分,剩余积分,是否是不洗牌做牌,正式打牌时间,玩家1机器人版本,玩家2机器人版本,玩家3机器人版本,游戏开始时间
2025-05-26 15:47:09,188,55,192,24000,1500,1,70000,0,1109743,65,机器人,地主,64900,72900,129800,0,0,0,1110133,65,机器人,农民,-32450,72660,32210,0,0,0,1109861,65,机器人,农民,-32450,199200,158750,0,1,1,是,33,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245574
2025-05-26 15:47:27,188,51,96,24000,1500,1,70000,0,1109716,65,机器人,地主,79704,87705,159409,0,0,0,1109688,65,机器人,农民,-39852,395490,347638,0,0,0,1109720,65,机器人,农民,-39852,136502,88650,0,1,1,是,44,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245594
2025-05-26 15:48:14,188,67,24,24000,1500,1,70000,0,1109819,65,机器人,地主,191560,199560,383120,0,0,0,1109925,65,机器人,农民,-95780,179873,76093,0,0,0,1109878,65,机器人,农民,-95780,288129,184349,0,1,1,是,47,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245626
2025-05-26 15:48:26,188,67,384,24000,1500,1,70000,0,1109861,65,机器人,地主,150750,158750,301500,0,1,1,1110220,65,机器人,农民,-75375,124640,41265,0,0,0,1110055,65,机器人,农民,-75375,124960,41585,0,1,1,是,47,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245638
2025-05-26 15:48:26,188,64,48,24000,1500,1,70000,0,1110120,65,机器人,地主,64220,72220,128440,0,0,0,1110036,65,机器人,农民,-32110,71610,31500,0,0,0,1109743,65,机器人,农民,-32110,129800,89690,0,0,0,是,47,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245641
2025-05-26 15:48:49,188,70,48,24000,1500,1,70000,0,1109720,65,机器人,地主,-80650,88650,0,0,1,1,1110201,65,机器人,农民,40325,362005,394330,0,0,0,1109716,65,机器人,农民,40325,159409,191734,0,0,0,是,63,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245658
2025-05-26 15:49:06,188,43,192,24000,1500,1,70000,0,1109878,65,机器人,地主,156267,184349,332616,0,1,1,1109925,65,机器人,农民,-68093,76093,0,0,0,0,1109798,65,机器人,农民,-88174,108909,12735,0,0,0,是,35,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748245703
2025-05-26 15:49:21,188,41,48,24000,1500,1,70000,0,1109861,65,机器人,地主,129030,301500,422530,0,1,1,1109797,65,机器人,农民,-63860,71860,0,0,0,0,1109693,65,机器人,农民,-65170,73170,0,0,0,0,是,31,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245719
2025-05-26 15:49:34,188,52,24,24000,1500,1,70000,0,1109743,65,机器人,地主,81690,89690,163380,0,0,0,1109949,65,机器人,农民,-40845,74060,25215,0,0,0,1110120,65,机器人,农民,-40845,128440,79595,0,0,0,是,35,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245719
2025-05-26 15:49:45,188,47,24,24000,1500,1,70000,0,1110201,65,机器人,地主,207270,394330,593600,0,0,0,1109705,65,机器人,农民,-63270,71270,0,0,0,0,1109716,65,机器人,农民,-144000,191734,39734,0,0,0,是,40,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245738
2025-05-26 15:50:29,188,72,24,24000,1500,1,70000,0,1109922,65,机器人,地主,-159800,199720,31920,0,1,1,1109875,65,机器人,农民,63940,71940,127880,0,0,0,1109878,65,机器人,农民,95860,332616,420476,0,1,1,是,46,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245757
2025-05-26 15:50:32,188,63,96,24000,1500,1,70000,0,1109813,65,机器人,地主,-63330,71330,0,0,0,0,1109692,65,机器人,农民,31665,71550,95215,0,0,0,1109957,65,机器人,农民,31665,74100,97765,0,1,1,是,54,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245768
2025-05-26 15:50:34,188,50,96,24000,1500,1,70000,0,1109768,65,机器人,地主,-63980,71980,0,0,0,0,1109743,65,机器人,农民,31990,163380,187370,0,0,0,1110120,65,机器人,农民,31990,79595,103585,0,0,0,是,35,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245784
2025-05-26 15:50:43,188,46,48,24000,1500,1,70000,0,1110201,65,机器人,地主,-124370,593600,461230,0,0,0,1110115,65,机器人,农民,62140,70140,124280,0,1,1,1109729,65,机器人,农民,62230,70230,124460,0,1,1,是,36,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748245796
2025-05-26 15:51:46,188,63,48,24000,1500,1,70000,0,1109957,65,机器人,地主,89764,97765,179529,0,1,1,1109878,65,机器人,农民,-44882,420476,367594,0,1,1,1110141,65,机器人,农民,-44882,150700,97818,0,0,0,是,44,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245842
2025-05-26 15:51:47,188,53,12,24000,1500,1,70000,0,1110201,65,机器人,地主,36000,461230,489230,0,0,0,1110133,65,机器人,农民,-18000,73190,47190,0,0,0,1109729,65,机器人,农民,-18000,124460,98460,0,1,1,是,45,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245853
2025-05-26 15:51:53,188,57,96,24000,1500,1,70000,0,1110115,65,机器人,地主,116280,124280,232560,0,1,1,1109915,65,机器人,农民,-58140,196230,130090,0,0,0,1109715,65,机器人,农民,-58140,74590,8450,0,0,0,是,48,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245853
2025-05-26 15:51:59,188,79,192,24000,1500,1,70000,0,1109892,65,机器人,地主,63590,71590,127180,0,1,1,1109861,65,机器人,农民,-31795,195630,155835,0,1,1,1109875,65,机器人,农民,-31795,127880,88085,0,0,0,是,65,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245839
2025-05-26 15:52:39,188,41,192,24000,1500,1,70000,0,1110201,65,机器人,地主,350899,489230,832129,0,0,0,1109743,65,机器人,农民,-179370,187370,0,0,0,0,1109957,65,机器人,农民,-171529,179529,0,0,1,1,是,30,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245918
2025-05-26 15:52:51,188,47,384,24000,1500,1,70000,0,1109797,65,机器人,地主,63160,71160,126320,0,0,0,1110115,65,机器人,农民,-31580,232560,192980,0,1,1,1110124,65,机器人,农民,-31580,74770,35190,0,1,1,是,35,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748245923
2025-05-26 15:53:14,188,68,48,24000,1500,1,70000,0,1109723,65,机器人,地主,65530,73530,131060,0,0,0,1109729,65,机器人,农民,-32765,98460,57695,0,1,1,1109866,65,机器人,农民,-32765,74430,33665,0,0,0,是,57,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245924
2025-05-26 15:53:24,188,68,96,24000,1500,1,70000,0,1109819,65,机器人,地主,-169903,197990,20087,0,0,0,1109875,65,机器人,农民,80085,88085,160170,0,0,0,1110141,65,机器人,农民,89818,97818,179636,0,0,0,是,58,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748245936
2025-05-26 15:53:36,188,34,48,24000,1500,1,70000,0,1109688,65,机器人,地主,157110,197660,346770,0,0,0,1109949,65,机器人,农民,-62280,70280,0,0,0,0,1109797,65,机器人,农民,-94830,126320,23490,0,0,0,是,27,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748245981
2025-05-26 15:54:02,188,28,3,0,1500,1,70000,0,1109743,65,机器人,地主,0,70640,70640,0,0,0,1109723,65,机器人,农民,0,131060,131060,0,0,0,1110141,65,机器人,农民,0,179636,179636,0,0,0,是,0,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246013
2025-05-26 15:54:14,188,80,48,24000,1500,1,70000,0,1109861,65,机器人,地主,147834,155835,295669,0,1,1,1109915,65,机器人,农民,-73917,130090,48173,0,0,0,1110201,65,机器人,农民,-73917,832129,750212,0,0,0,是,57,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748245973
2025-05-26 15:54:37,188,73,24,24000,1500,1,70000,0,1109693,65,机器人,地主,-64160,72160,0,0,0,0,1110115,65,机器人,农民,32080,192980,217060,0,1,1,1109992,65,机器人,农民,32080,74970,99050,0,0,0,是,65,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748246003
2025-05-26 15:54:48,188,60,48,24000,1500,1,70000,0,1109692,65,机器人,地主,87214,95215,174429,0,0,0,1109875,65,机器人,农民,-43607,160170,108563,0,0,0,1110220,65,机器人,农民,-43607,70950,19343,0,0,0,是,50,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748246027
2025-05-26 15:55:31,188,78,12,24000,1500,1,70000,0,1109688,65,机器人,地主,-36000,346770,302770,0,0,0,1109723,65,机器人,农民,18000,131060,141060,0,0,0,1109743,65,机器人,农民,18000,70640,80640,0,0,0,是,66,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748246052
2025-05-26 15:55:33,188,64,96,24000,1500,1,70000,0,1110141,65,机器人,地主,171636,179636,343272,0,0,0,1110201,65,机器人,农民,-85818,750212,656394,0,0,0,1109861,65,机器人,农民,-85818,295669,201851,0,1,1,是,53,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246068
2025-05-26 15:55:40,188,39,24,24000,1500,1,70000,0,1109875,65,机器人,地主,72000,108563,172563,0,0,0,1110115,65,机器人,农民,-36000,217060,173060,0,1,1,1110036,65,机器人,农民,-36000,73230,29230,0,0,0,是,31,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246100
2025-05-26 15:56:15,188,80,48,24000,1500,1,70000,0,1109720,65,机器人,地主,63360,71360,126720,0,1,1,1109793,65,机器人,农民,-31680,198430,158750,0,0,0,1109992,65,机器人,农民,-31680,99050,59370,0,0,0,是,58,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246094
2025-05-26 15:56:20,188,24,3,0,1500,1,70000,0,1110115,65,机器人,地主,0,173060,173060,0,1,1,1109729,65,机器人,农民,0,72960,72960,0,1,1,1109798,65,机器人,农民,0,73420,73420,0,0,0,是,0,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246155
2025-05-26 15:56:32,188,49,48,24000,1500,1,70000,0,1109688,65,机器人,地主,220025,302770,514795,0,0,0,1109743,65,机器人,农民,-72640,80640,0,0,0,0,1109861,65,机器人,农民,-147385,201851,46466,0,1,1,是,32,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246143
2025-05-26 15:56:46,188,15,6,24000,1500,1,70000,0,1109798,65,机器人,地主,18000,73420,83420,0,0,0,1110115,65,机器人,农民,-9000,173060,156060,0,1,1,1109915,65,机器人,农民,-9000,74750,57750,0,0,0,是,7,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246189
2025-05-26 15:56:54,188,68,48,24000,1500,1,70000,0,1109723,65,机器人,地主,129390,141060,262450,0,0,0,1110141,65,机器人,农民,-66530,343272,268742,0,0,0,1109925,65,机器人,农民,-62860,70860,0,0,0,0,是,41,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246143
2025-05-26 15:57:09,188,41,24,24000,1500,1,70000,0,1109793,65,机器人,地主,138095,158750,288845,0,0,0,1109720,65,机器人,农民,-75375,126720,43345,0,1,1,1109957,65,机器人,农民,-62720,70720,0,0,1,1,是,33,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246187
2025-05-26 15:57:46,188,49,48,24000,1500,1,70000,0,1109994,65,机器人,地主,62100,70100,124200,0,0,0,1109798,65,机器人,农民,-31050,83420,44370,0,0,0,1110100,65,机器人,农民,-31050,70790,31740,0,1,1,是,41,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246216
2025-05-26 15:57:53,188,69,24,24000,1500,1,70000,0,1109688,65,机器人,地主,183380,514795,690175,0,0,0,1109892,65,机器人,农民,-119180,127180,0,0,1,1,1109816,65,机器人,农民,-64200,72200,0,0,0,0,是,58,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246203
2025-05-26 15:58:04,188,43,12,24000,1500,1,70000,0,1109692,65,机器人,地主,72000,174429,238429,0,0,0,1109768,65,机器人,农民,-36000,72180,28180,0,0,0,1109793,65,机器人,农民,-36000,288845,244845,0,0,0,是,27,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246241
2025-05-26 15:58:22,188,77,48,24000,1500,1,70000,0,1109723,65,机器人,地主,254450,262450,508900,0,0,0,1110115,65,机器人,农民,-127225,156060,20835,0,1,1,1110141,65,机器人,农民,-127225,268742,133517,0,0,0,是,52,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246224
2025-05-26 15:58:52,188,36,24,24000,1500,1,70000,0,1110133,65,机器人,地主,65260,73260,130520,0,0,0,1109692,65,机器人,农民,-32630,238429,197799,0,0,0,1109994,65,机器人,农民,-32630,124200,83570,0,0,0,是,26,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246296
2025-05-26 15:59:07,188,73,48,24000,1500,1,70000,0,1109878,65,机器人,地主,129700,198700,320400,0,1,1,1109715,65,机器人,农民,-63710,71710,0,0,0,0,1109886,65,机器人,农民,-65990,73990,0,0,0,0,是,56,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246273
2025-05-26 15:59:24,188,77,384,24000,1500,1,70000,0,1109875,65,机器人,地主,145991,172563,310554,0,0,0,1109797,65,机器人,农民,-63710,71710,0,0,0,0,1109688,65,机器人,农民,-82281,690175,599894,0,0,0,是,67,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246286
2025-05-26 15:59:41,188,38,24,24000,1500,1,70000,0,1110133,65,机器人,地主,122520,130520,245040,0,0,0,1109723,65,机器人,农民,-61260,508900,439640,0,0,0,1109994,65,机器人,农民,-61260,83570,14310,0,0,0,是,29,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246342
2025-05-26 16:00:01,188,89,192,24000,1500,1,70000,0,1109793,65,机器人,地主,-236844,244845,1,0,0,0,1110201,65,机器人,农民,118422,199280,309702,0,0,0,1110141,65,机器人,农民,118422,133517,243939,0,0,0,是,82,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246311
2025-05-26 16:00:30,188,55,48,24000,1500,1,70000,0,1109922,65,机器人,地主,-63250,71250,0,0,1,1,1109861,65,机器人,农民,31625,70890,94515,0,1,1,1109875,65,机器人,农民,31625,310554,334179,0,0,0,是,47,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246375
2025-05-26 16:00:51,188,92,192,24000,1500,1,70000,0,1109878,65,机器人,地主,-124450,320400,187950,0,1,1,1109813,65,机器人,农民,62260,70260,124520,0,0,0,1110036,65,机器人,农民,62190,70190,124380,0,0,0,是,75,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246358
2025-05-26 16:00:59,188,66,48,24000,1500,1,70000,0,1110124,65,机器人,地主,66530,74530,133060,0,1,1,1109723,65,机器人,农民,-33265,439640,398375,0,0,0,1109688,65,机器人,农民,-33265,599894,558629,0,0,0,是,50,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246392
2025-05-26 16:01:05,188,54,24,24000,1500,1,70000,0,1110133,65,机器人,地主,237040,245040,474080,0,0,0,1110141,65,机器人,农民,-118520,243939,117419,0,0,0,1110201,65,机器人,农民,-118520,309702,183182,0,0,0,是,44,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246410
2025-05-26 16:01:52,188,46,24,24000,1500,1,70000,0,1110036,65,机器人,地主,116380,124380,232760,0,0,0,1109861,65,机器人,农民,-58190,94515,28325,0,1,1,1109878,65,机器人,农民,-58190,187950,121760,0,1,1,是,35,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246465
2025-05-26 16:01:54,188,72,192,24000,1500,1,70000,0,1109785,65,机器人,地主,-66000,74000,0,0,0,0,1109957,65,机器人,农民,33000,72800,97800,0,1,1,1109875,65,机器人,农民,33000,334179,359179,0,0,0,是,53,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246441
2025-05-26 16:02:06,188,53,48,24000,1500,1,70000,0,1109813,65,机器人,地主,116520,124520,233040,0,0,0,1109688,65,机器人,农民,-58260,558629,492369,0,0,0,1110124,65,机器人,农民,-58260,133060,66800,0,1,1,是,42,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246472
2025-05-26 16:02:31,188,69,96,24000,1500,1,70000,0,1110170,65,机器人,地主,66500,74500,133000,0,0,0,1110133,65,机器人,农民,-33250,474080,432830,0,0,0,1110201,65,机器人,农民,-33250,183182,141932,0,0,0,是,48,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246481
2025-05-26 16:02:57,188,48,24,24000,1500,1,70000,0,1109957,65,机器人,地主,89800,97800,179600,0,1,1,1109819,65,机器人,农民,-44900,73440,20540,0,0,0,1109878,65,机器人,农民,-44900,121760,68860,0,1,1,是,40,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246525
2025-05-26 16:03:06,188,23,6,24000,1500,1,70000,0,1110170,65,机器人,地主,72000,133000,197000,0,0,0,1109688,65,机器人,农民,-36000,492369,448369,0,0,0,1110201,65,机器人,农民,-36000,141932,97932,0,0,0,是,6,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2412,1748246563
2025-05-26 16:03:11,188,67,96,24000,1500,1,70000,0,1109798,65,机器人,地主,65360,73360,130720,0,0,0,1109723,65,机器人,农民,-32680,398375,357695,0,0,0,1110036,65,机器人,农民,-32680,232760,192080,0,0,0,是,38,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246524
2025-05-26 16:03:39,188,23,12,24000,1500,1,70000,0,1109925,65,机器人,地主,36000,73780,101780,0,0,0,1110201,65,机器人,农民,-18000,97932,71932,0,0,0,1109715,65,机器人,农民,-18000,71780,45780,0,0,0,是,12,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246595
2025-05-26 16:03:53,188,86,48,24000,1500,1,70000,0,1109813,65,机器人,地主,126580,233040,351620,0,0,0,1109693,65,机器人,农民,-64100,72100,0,0,0,0,1109797,65,机器人,农民,-62480,70480,0,0,0,0,是,78,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246545
2025-05-26 16:04:08,188,56,24,24000,1500,1,70000,0,1109892,65,机器人,地主,65970,73970,131940,0,1,1,1109957,65,机器人,农民,-32985,179600,138615,0,1,1,1110133,65,机器人,农民,-32985,432830,391845,0,0,0,是,45,192.168.102.45:2412,192.168.102.45:2412,192.168.102.45:2409,1748246591
2025-05-26 16:04:27,188,61,96,24000,1500,1,70000,0,1110170,65,机器人,地主,189000,197000,378000,0,0,0,1110036,65,机器人,农民,-94500,192080,89580,0,0,0,1109798,65,机器人,农民,-94500,130720,28220,0,0,0,是,53,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246606
2025-05-26 16:04:30,188,40,24,24000,1500,1,70000,0,1109723,65,机器人,地主,72000,357695,421695,0,0,0,1110201,65,机器人,农民,-36000,71932,27932,0,0,0,1109716,65,机器人,农民,-36000,74030,30030,0,0,0,是,30,192.168.102.45:2409,192.168.102.45:2409,192.168.102.45:2412,1748246629
2025-05-26 16:05:02,188,59,24,24000,1500,1,70000,0,1109866,65,机器人,地主,63710,71710,127420,0,0,0,1109793,65,机器人,农民,-31855,72560,32705,0,0,0,1109925,65,机器人,农民,-31855,101780,61925,0,0,0,是,51,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246642
2025-05-26 16:05:12,188,36,24,24000,1500,1,70000,0,1110100,65,机器人,地主,62250,70250,124500,0,1,1,1110120,65,机器人,农民,-31125,103585,64460,0,0,0,1110036,65,机器人,农民,-31125,89580,50455,0,0,0,是,26,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246675
2025-05-26 16:05:16,188,53,48,24000,1500,1,70000,0,1109957,65,机器人,地主,-130614,138615,1,0,1,1,1110133,65,机器人,农民,65307,391845,449152,0,0,0,1109892,65,机器人,农民,65307,131940,189247,0,1,1,是,44,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246662
2025-05-26 16:05:32,188,47,48,24000,1500,1,70000,0,1109915,65,机器人,地主,63980,71980,127960,0,0,0,1109692,65,机器人,农民,-31990,197799,157809,0,0,0,1109720,65,机器人,农民,-31990,70640,30650,0,1,1,是,37,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2409,1748246684
2025-05-26 16:05:58,188,48,12,24000,1500,1,70000,0,1109956,65,机器人,地主,63090,71090,126180,0,1,1,1109866,65,机器人,农民,-31545,127420,87875,0,0,0,1109922,65,机器人,农民,-31545,72290,32745,0,1,1,是,38,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246710
2025-05-26 16:06:21,188,59,24,24000,1500,1,70000,0,1109743,65,机器人,地主,66340,74340,132680,0,0,0,1110100,65,机器人,农民,-33170,124500,83330,0,1,1,1109994,65,机器人,农民,-33170,70380,29210,0,0,0,是,41,192.168.102.45:2412,192.168.102.45:2409,192.168.102.45:2412,1748246722
2025-05-26 16:06:23,188,53,12,24000,1500,1,70000,0,1109875,65,机器人,地主,72000,196100,260100,0,0,0,1110141,65,机器人,农民,-36000,117419,73419,0,0,0,1110133,65,机器人,农民,-36000,449152,405152,0,0,0,是,46,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246729
2025-05-26 16:07:07,188,34,12,24000,1500,1,70000,0,1109743,65,机器人,地主,72000,132680,196680,0,0,0,1109693,65,机器人,农民,-36000,70840,26840,0,0,0,1110100,65,机器人,农民,-36000,83330,39330,0,1,1,是,25,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246792
2025-05-26 16:07:09,188,85,384,24000,1500,1,70000,0,1109688,65,机器人,地主,187970,195970,375940,0,0,0,1109692,65,机器人,农民,-93985,157809,55824,0,0,0,1109915,65,机器人,农民,-93985,127960,25975,0,0,0,是,58,192.168.102.45:2409,192.168.102.45:2412,192.168.102.45:2409,1748246742
